Book,Army,Var,Army Name,,Topography,Agg,General,1,2,3,4,5,6,7,8,9,10,Check,,Kn,HCh,Cv,LCh,Cm,LH,LCm,El,SCh,Pk,Sp,Bd,Bw,Lb,Cb,Wb,Hd,Ax,Ps,Art,WWg,CWg,CP,Lit,Enemies,Allies
3,26,a,Serbian Atmy 627-1180 AD,h1,Hilly,1,3Kn,2x3Kn,4x3Ax or Sp,2x3Ax or 7Hd,2x3Bw,1xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1c, 13a, 13b, 14a, 14b, 14c, 17, 26b, 29, 65, 68a, 68b, 76, IV/1a, 1b",
3,26,b,Croatian Army 627-1089 AD,l1,Littoral,1,Cv,2xCv,8x4Ax,1xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1c, 13a, 13b, 17, 26a, 28, 29, 65, 68a, 73a, 76",
3,27,,Rshtuni Armenian Army 639-717 AD,h0,Hilly,0,6Cv or Cv,2x6Cv,2xLH,2x3Ax,1xPs,4x3Ax or LH,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/17, 25b, 25c, 29, 31",III/25b or 29 or 31
3,28,,Carolingian Army 639-888 AD,a3,Arable,3,3Kn,2x3Kn,2x3Kn/4Bd or (1xPs + 1xLH),1x3Kn or Cv,4x4Bd or Sp,1x3Bw or Ps,1xPs or 7Hd,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/73, 83b, III/1b, 1c, 13a, 18, 21a, 21b, 26b, 28, 29, 33, 34a, 34b, 35a, 40a, 40b",II/73 (Old Saxon or Frisian) or III/1c or 18 or 21b or 26a
3,29,,Thematic Byzantine Army 650-963 AD,a1,Arable,1,Cv,3xLH,3xCv,2x6Cv,1x4Bw or Ps,1xSp,1xSp or Ps,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1c, 14a, 14b, 14c, 21a, 21b, 25b, 27, 29, 31, 33, 37a, 37b, 47, 48, 51, 53",III/1c or 14b
3,30,a,Magyar Army 650-895 AD,s3,Steppe,3,Cv,1xCv,10xLH,,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1c, 14a, 14b, 14c, 16, 47, 48",
3,30,b,Magyar Army 896-1003 AD,s3,Steppe,3,Cv,1xCv,2xCv,1xLH,7xLH,1xLH or 3Ax or Ps,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1c, 14c, 21b, 26a, 26b, 48, 52",
3,31,,Umayyad Arab Army 661-750 AD,d3,Dry,3,Cv,3xCv,3xSP,3x3Bw or Ps,1xCv or LH or LCm,1xLH or 4Ax or 3Ax or Ps,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/55b, 57, 58, 62, 83b, III/8, 10b, 10c, 11b, 12, 15, 16, 27, 29, 31, 37a",II/57 or III/8 or 15
3,32,,Volga Bulgar Army 675-1237 AD,f1,Forest,1,Cv,4xCv,3xLH,1x3Bw,2x7Hd,1x3Ax or 3Wb or 3Bw or Ps,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1c, 11b, 16, 47, 48, 79, 80, IV/35",III/79
3,33,,Early Muslim North African or Sicilian Army 696-1160 AD,l1,Littoral,1,Cv,1xCv,3xLH,3xPs or 3Ax or Sp,1x3/4Bw or Ps or Ps,3xPs,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/21b, 28, 29, 33, 34a, 34b, 35a, 35b, 37a, 49, 52, 53, 66, 70 73a, 73b, 75, IV/4a, 5a","III/34b or 65 (Sicily), III/70 (Africa)"
3,34,a,Andalusian Army 710-765 AD,a3,Arable,3,Cv,2xCv,1xLH,3xPs,1xPs,4xSp or Ps,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/83b, III/28, 33, 34a, 35a",
3,34,b,Andalusian Army 766-1172 AD,a3,Arable,3,Cv,1xCv,2xLH,1x3Kn or 4Cb or Sp,2xPs,2xSp,3xPs,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/28, 33, 34b, 35a, 35b, 40a, 40b, 52, 75","III/35a, 35b, 75"
3,35,a,Feudal Spanish Army 718-950 AD,a1,Arable,1,3Kn/4Bd,2x3Kn,1xLH or Ps,3xSp,5xPs,,,,,,,2,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"III/28, 33, 34a, 34b, 35a",
3,35,b,Feudal Spanish Army 950-1200 AD,a2,Arable,2,3Kn/4Bd,3x3Kn,1xCv,1xLH or 3Kn,3xSp,2xPs,1x3Cb or Ps,,,,,2,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"III/33, 34b, 35b, 52, 75, IV/4b",III/34b
3,35,c,Feudal Spanish Army 1201-1340 AD,a3,Arable,3,3Kn,3x3Kn,1xCv or LH,1xLH,1x3/4Cb,2xSp,1x3Ax or Ps or 4Ax,1xPs,1xPs or LH,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/35c, 73b, 75, 76, IV/4b, 5c, 38, 39a, 39b",III/75 or IV/38
3,36,,Nan-chao Ta-li Army 728-1382 AD,h3,Hilly,3,Cv or 4Bd,2xCv,2xBw or 4Ps,2x4Pk,4x3Pk or 3Ax,1x4Cb or 3Wb,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"I/49d, III/9a, 15, 20c, 23b, 39, 62a, 62b, IV/35",I/49d or III/9a or 15 or 20c
3,37,a,Abbasid Arab Army 747-835 AD,a1,Arable,1,Cv,3xCv,3xSp,2x4Bw or Ps,1x3Bd or LH,1x3Wb or LH,1x7Hd or Ps,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/55b, 55c, 62a, III/10c, 11b, 12, 15, 16, 20c, 29, 31, 33, 37a, 38",
3,37,b,Abbasid Arab Army 836-945 AD,a1,Arable,1,Cv,2xCv,1xCv,1xLH,2xSp,2x4Bw or Ps,2x3Bd,1x3Wb or 4Ax or Art,,,,3,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"II/55c, 62a, III/12, 15, 16, 29, 37b, 43b, 49, 50, 51, 54a, 54b, 58a",III/54a
3,38,,Arab Indian Army 751-1206 AD,t3,Tropical,3,Cv,3xCv,2xSp,2x3/4 Bw or Ps,2x3Bw,1x3Bw or Ps,1x3Bd or 3Bw,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/10b, 10c, 37a, 38, 43b, 43c, 64a, 64b, IV/8, 36a",
3,39,,Late T'ang and Five Dynesties Army 755-979 AD,a1,Arable,1,Cv,1xCv,2x3/4Cb,2x3Bw or Ps,2x3Pk or Sp,2x3Bd,2x7Hd or 3Wb or 4Ax or LH or (1xEl + Art),,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/49d, II/61d, 77b, III/8, 11a, 15, 23b, 36, 39, 42a, 44, 56, 57, 60, 62a",II/61d or 11a or 15 or 36 or 42a or 42b or 56
3,40,a,Viking Army 790-849 AD,l4,Littoral,4,4Bd,10x3Bd,1x4Bd or 3Wb or Ps,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"II/54b, 68b, 81d, III/1a, 1c, 18, 19a, 24b, 28, 34b, 40a, 40c, 45, 46",
3,40,b,Viking Army 850-1280 AD,l4,Littoral,4,4Bd,10x4Bd,1xPs or 4Bw or 3Wb or 3Ax,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"II/81d, III/1a, 18, 19a, 19b, 19c, 24b, 28, 34b, 40b, 40c, 40d, 45, 46, 52, 53, 72, 78, 79, IV/9, 13a, 13b, 13e, 16, 27, 28",III/45 or 46 or 72
3,40,c,Leidang Army 790-1070 AD,l1,Littoral,1,4Bd,2x4Bd,6x4Bd or 3Ax,2x3Bw or Ps,1x3Bd or Ps or 7Hd,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"III/1a, 40a, 40b, 40c, 53, IV/13a",III/1a
3,40,d,Leidang Army 1071-1280 AD,l1,Littoral,1,3Kn,1x4Bd,6x4Bd,2x3Bw or Ps,1x3Kn or 4Bd,1x3Bd or Ps or 7Hd,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1a, 40b, 40d, 52, IV/13a, 13b, 27, 28",IV/13a or 13b
3,41,a,Proto-Toltec 800-930 AD or Proto-Aztec 800-1325 AD Armies,d3,Dry,3,3Wb,2x3Wb,8x3Ax or Ps,1xPs,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"III/41a, 41b, 59, IV/10, 11, 19a, 19b, 53, 63",
3,41,b,Chichimec or Pueblo Culture Army 800-1500 AD,d3,Dry,3,3Bw or 3Wb,2x3Wb,9x3Bw or Ps,,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"III/41a, 41b, 59, IV/10, 11, 19a, 19b, 53, 63",
3,42,a,Sha-t'o Turkish Army 808-880 AD,s3,Steppe,3,Cv,3xCv,4xLH,4x3Bw or Ps,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/61d, III/11a, 39, 42a, 44",
3,42,b,Sha-t'o Turkish Army 881-951 AD,a3,Arable,3,Cv,2xCv,2xLH,1x3Bd,1x4Cb,1x3Bw or Ps,2xSp or 3Pk,2x7Hd or Ps,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/61d, III/11a, 42b, 44, 56",III/44 or 56
3,43,a,Tahirid Army 821-873 AD,d1,Dry,1,Cv,1xCv,1xLH,3xSp,3x4Bw or Ps,1x4Ax,1x3Wb,1xPs or 7Hd,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/10b, 11b, 16, 43a, 43b",III/37b
3,43,b,Saffarid Army 861-1073 AD,d1,Dry,1,Cv,1xCv,1xLH,2xSp,2x4Bw or Ps,2x3Wb,2x3Bw,1x4Ax or Ps or 7Hd,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/10b, 10c, 11b, 16, 37b, 38, 43a, 43b, 43c",III/25c or 38 or 74b
3,43,c,Samanid Army 900-999 AD,d1,Dry,1,Cv,1xCv,1xCv,1xLH,3xSp,3x4Bw or Ps,1x4Ax or LH,1xPs or 7Hd,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/8, 11b, 16, 38, 43b, 58a, 58c, 64a",(III/11b and/or 58c) or III/38 or 43b or 64a
3,44,,Tribal Mongolian Army 840-1218 AD,s2,Steppe,2,Cv,2xCv,9xLH,,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/11a, 11b, 39, 42a, 42b, 44, 56, 62a, 62b, 67, IV/14a, 14b, 15, 35",IV/15
3,45,a,Pre-Feudal Scots Army 843-1124 AD,a1,Arable,1,Cv or 4Wb,1xLH,1x4Wb,6x3Pk,2x3Pk or 3Wb,1xPs,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/81d, III/24b, 40a, 40b, 45, 52, 72, 78, IV/3",II/81d or III/40b
3,46,,Norse Irish Army 842-1300 AD,l1,Littoral,1,4Ax or CP,2x4Ax,5x3Ax,3xPs or 3Ax or 4Bd or Ps,1x3Wb or 4Bd or Cv or LH or Ps,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"III/40a, 40b, 46, 52, 78, IV/3, 16, 21a",III/40b or IV/3
3,47,,Pecheng Army 850-1172 AD,s2,Steppe,2,Cv,1xCv or LH,8xLH,2x3Bw or 7Hd or WWg,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/1c, 11b, 14c, 16, 29, 30a, 32, 47, 48, 65, 68a, 68b, 76, 79, 80, IV/1a",
3,48,,Rus Army 860-1054 AD,f3,Forest,3,4Bd or Cv,8xSp,2xPs or Sp,1xSp or 4Ax or LH,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"III/1a, 1c, 14c, 29, 30a, 30b, 32, 47, 48, 58b, 63a, 65, 68a, 76",III/14a or 40b or (III/47 and 63a) or III/63a
3,49,,Tulunid or Iqshidid Egyptian Army 868-905 AD & 935-969 AD,l1,Littoral,1,Cv or 4Bd,3xCv,1xLH,2x4Bd,2x4Bw or 4Bd or Sp,2xPs or 3Wb,1xPs or 7Hd,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"II/55c, III/12, 33, 37b, 54a, 54b, 65, 66",
3,50,,Zanji Army 869-883 AD,l0,Littoral,0,3/4Bd or Cv,4x4Bd,2xPs or 3Bw,2x5Hd,2xPs,1xLH or Art or 3Bd,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,III/37b,
3,51,,Bagratid Armenian Army 885-1045 AD,h1,Hilly,1,3Kn,1x3Kn,2xCv,2xLH,2xSp,2x3/4Bw or Ps,2xSp or Ps or 5Hd,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/29, 37b, 51, 54a, 58a, 61, 65, 71a, 76",III/29 or 65 or 71a
3,52,,West Frankish or Norman Army 888-1072 AD,a2,Arable,2,3Kn,3x3Kn,3x3Kn or 4Bd,2x3Kn or Cv,2x3Bw or Sp or 3Ax,1x3Bw/Ps or 3Cb/Ps or 7Hd or Ps or LH,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/18, 19a, 21b, 33, 34b, 35b, 40b, 45, 46, 52, 53, 65, 66, 72, 73a, 76, 77",III/21b or 33 or 40b
3,53,,East Frankish Army 888-1106 AD,a3,Arable,3,3Kn,4x3Kn,2x3Kn/4Bd,1xCv or Sp,2xSp,2xPs or 7Hd,,,,,,19,,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,"III/1a, 1b, 1c, 21b, 29, 30b, 33, 40b, 40c, 40d, 52, 53, 63a, 65, 68a, 72, 73a, 76, IV/1a, 4a",III/1c or 21b or 30a or 52 or 63a or 73a or 77
3,54,a,Dynastic Bedouin Armies 890-1150 AD,d1,Dry,1,Cv,1xCv,4xLH,1x4Ax or LH,4xSp or 3Ax,1xPs or 7Hd,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/37b, 49, 51, 54a, 54b, 58a, 58c, 61, 65, 66, 71a, 71b, 71c, 74b, 76, IV/1a",III/61
3,54,b,Qaramita Armies 897-1078 AD,d1,Dry,1,Cv,1xCv,4xCm/Sp,1xLCm,4xCm/3Lb,1xPs,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/37b, 49, 54a, 66, 74b",
3,55,,Early Samurai Army 900-1300 AD,h1,Hilly,1,6Cv or Cv,3xCv or 6Cv,3x6Cv or Cv or 4Bw or 3Bd,5x3Ax,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/77b, III/55, 57, 62a, 62b, IV/48",
3,56,,Khitan-Liao Army 907-1125 AD,s2,Steppe,2,3Kn/Cv,2x3Kn/Cv,2xCv,3xLH,1x3Kn or Cv + 2xLH or (1x3/4Bd + 2x4Cb),1xLH or 7Hd or Art,,,,,,16,,3,0,4,0,0,5,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,"II/61d, 77b, III/11a, 11b, 39, 42b, 44, 57, 62a, 67, IV/14a",III/30 or 44 or 67
3,57,,Koryo Dynasty Korean Army 918-1392 AD,h1,Hilly,1,Cv,1xCv,1xLH,4xSp,4x4Bw,1xArt or WWg or 3Pk or Ps,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/77b, III/39, 55, 56, 62a, 62b, IV/14a, 14b, 35, 48, 59a",IV/14b or 48
3,58,a,Baghdad Buyid Army 946-975 AD,h3,Hilly,3,Cv or 3Bd or 4Ax,2xCv,2xCv or 4Ax,4x4Ax,2xPs or 3/4Bw or 3Cb,1x3Bd or 5Hd or LH,,,,,,3,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"III/37b, 43c, 51, 54a, 58b, 58c, 61",III/43 or 54a (Mosul Hamandids) or III/61
3,58,b,Musfirid Army941-984 AD,h3,Hilly,3,Cv,1xCv,6x4Ax,3xPs,1xCv or 3Kn or 4Ax,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/48, 51, 58a, 58c",III/51
3,58,c,Other Dailami Armies 927-1090 AD,h3,Hilly,3,4Ax,7x4Ax,4xPs,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"III/43c, 54a, 58a, 58b, 61, 64a, 64b, 71a",
3,59,,Toltec Army 930-1168 AD,a2,Arable,2,4Bd,10x4Bd,1x4Bd or Ps,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"III/22b, 41a, 41b, 59",
3,60,,Medieval Vietnamese Army 939-1527 AD,t2,Tropical,2,El or Cv,1xEl or Cv,1x4Bd,1x4Cb or 4Bw,4x4Ax,3xPs,1x3Wb or Ps,,,,,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/9a, 9b, 23b, 39, 62a, 62b, IV/40, 48, 73",III/23b
3,61,,Dynastic Kurdish Army 950-1085 AD,h1,Hilly,1,Cv/3Kn,8xCv/3Kn,1xLH or Cv or 3Bw,2x7Hd or LH,,,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/51, 54a, 58a, 58c, 61, 74b",III/58a or 58c
3,62,a,Northern Sung Army 960-1126 AD,a3,Arable,3,Cv,1xCv,1x3/4Bd,4x4Cb or 8Cb,2x3Ax or 3Bw,2x7Hd,1xArt,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/15, 36, 39, 44, 55, 56, 57, 60, 67, IV/14a",II/61d or III/39
3,62,b,Southern Sung Army 1127-1279 AD,l0,Littoral,0,Cv,1xCv or 3Kn,1x3/4Bd or LH,4x4Cb,1x3Pk/4Bd or 3Ax/3Bw or 4Ax or 3Ax,2x7Hd,1xArt,1xPs or Art,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/36, 44, 55, 57, 60, 67, IV/14b, 35, 48",
3,63,a,Polish Armies 960-1200 AD,f2,Forest,2,Cv,2xCv,4xSp,4x3Bw or Ps,1xPs,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1a, 1b, 1c, 48, 53, 63a, 68a, 68b, 79, IV/13a, 18",III/1c or 40 or 48 or 68b
3,63,b,Polish Armies 1201-1335 AD,f2,Forest,2,3Kn,2x3Kn,1xLH,3xSp,1x3Bd,3x3Bw or Ps,1xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1a, 63b, 68b, 79, IV/13b, 18, 28, 30, 35, 43a, 44a, 47, 54d",III/68b or IV/30
3,64,a,Ghaznavid Army 962-1001 AD,d3,Dry,3,Cv,5xCv,2xLH,1xLH,2xSp or 4Bw,1x3Pk or 4Ax or 3Wb,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/10b, 11b, 16, 38, 43c, 58c",
3,64,b,Ghaznavid Army 1002-1186 AD,d3,Dry,3,1xCv or El,1xEl,3xCv,1xLH or 3Pk,1xLH,2xSp or 4Bw,1x3Bd or 3Wb,2x3Bw,,,,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/10b, 16, 38, 58c, 74b, IV/8",III/10b or 11b
3,65,,Nikephorian Byzantine Army 962-1042 AD,a4,Arable,4,Cv,1x6Kn or 4Bd,4xCv,1xLH,3x8Bw,1x8Bw or Ps,1x3Ax or Ps or 3Bd,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/14c, 21b, 26a, 26b, 47, 48, 49, 51, 52, 53, 54a, 65, 66, 68a, 71a",III/21b or 48 or 51 or 54a or 71a
3,66,,Fatimid Egyptian Army 969-1171 AD,d1,Dry,1,Cv,2xCv,1xLH,2xSp or 4Ax or 3/4 Bw,3x4Bd,1xCv or Cv or 3Kn,1x5Hd or 7Hd,1x3Bw or Ps,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/55c, 62a, III/12, 33, 49, 52, 54a, 54b, 65, 74b, 75, 76, IV/6a, 6c, 7, 17",III/21b or IV/6a or 6b or 17
3,67,,His-Hsia Army 982-1227 AD,s2,Steppe,2,Cv,1x4Kn,2xCv,1xLH,2x4Ax,2x4Cb,2x4Bd,1xArt or Ps or 7Hd,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/11a, 15, 44, 56, 62a, 62b, IV/14a, 14b, 35",III/11a or 15 or IV/14b
3,68,a,Early Hungarian Army 997-1102,s2,Steppe,2,3Kn,1xCv,5xLH,1xLH,2xSp,1xPs,1x3Ax or Ps,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1b, 14c, 26a, 26b, 47, 48, 53, 63a, 65, 73a, 76, 79, IV/1a",
3,68,b,Early Hungarian Army 1103-1245 AD,s2,Steppe,2,3Kn,1x3Kn,1xCv or 3Kn,3xLH,1xLH,2xSp,2xSp or 4Ax,1xPs,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/26a, 47, 63a, 63b, 73a, 73b, 79, 80, IV/1b, 13a, 13b, 22, 25, 35",III/63a or 80
3,69,,West Sudanese Army 1000-1591 AD,s0,Steppe,0,4Kn or Cv or 4Bd,1x4Kn or Cv or Sp or LCm,2xCv or LH,1x4Bw or 3Bw + 5x3Bw or 6xSp,2x4Bd or Sp or 3Ax or Ps/3Bw or Ps,,,,,,,3,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"III/12, 69, 70, 75",III/70
3,70,,Tuareg Army 1000-1880 AD,d1,Dry,1,Cm,3xCm,1xCm or Ps,5xCm or 3Wb,2xLCm or Ps,,,,,,,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/33, 69, 70, 75",
3,71,a,Georgian Army 1008-1089 AD,h2,Hilly,2,3Kn,3xKn,2xLH,2xSp,3x3Bw or Ps,1xPs or Sp or LH,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/16, 51, 54a, 58c, 65, 71a, 74b, 76",
3,71,b,Georgian Army 1090-1121 AD,h2,Hilly,2,3Kn,2xKn,1xLH,4xLH,2xSp,2x3Bw or Ps,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/54a, 71b, 74b",
3,71,c,Georgian Army 1122-1683 AD,h2,Hilly,2,Cv,2xCv,4xLH,2xSp,2x3Bw or Ps,1xLH or 3Kn or Cv,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/54a, 71c, 74a, 74b, IV/20, 24a, 34, 35, 47, 49, 55b, 67, 75, 77",
3,72,,Anglo-Danish Army 1014-1075 AD,a1,Arable,1,4Bd,2x4Bd,4xSp,4xSp or 7Hd,1xPs or Sp,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"III/19a, 40b, 45, 52, 72, IV/3",III/19a or 40b or 45
3,73,a,Communal Italian Army 1029-1150 AD,a2,Arable,2,3Kn or CWg,1x3Kn,6xSp,2x4Cb or Ps,2x7Hd,,,,,,,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"III/26b, 33, 52, 53, 68a, 68b, 73a, 77, IV/4a, 5a, 5b, 13a",III/53 or IV/13a
3,73,b,Communal Italian Army 1151-1320 AD,a2,Arable,2,3Kn or CWg,1x3Kn,1x3Kn or LH,2xSp,2xSp or 4Ax,2x4Cb or 8Cb,2x7Hd,1xWWg or 3Kn or Ps,,,,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"III/33, 35c, 68b, 73b, 77, IV/4b, 5a, 5b, 5c, 13b",IV/13b
3,74,a,Rum Army 1063-1276,s3,Steppe,3,Cv,2xCv,5xLH,1x3Kn or Cv or 3Kn or LH,2x3Bw or Ps or LH ,1x4Kn or 4Ax or LH,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/71c, 74b, IV/1a, 1b, 2, 6a, 6b, 6c, 7, 20, 24a, 26, 31, 32, 34, 35","III/11b, IV/24a or 46"
3,74,b,Other Seljuk Turkish Armies 1037-1276 AD,s3,Steppe,3,Cv,2xCv,5xLH,2xPs or 3Bw or 3Ax or LH,1x4Ax or Cv or 3Kn,1x7Hd or Cv or LH or LCm,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/11b, 54a, 54b, 61, 64b, 66, 71a, 71b, 71c, 74a, 74b, 76, 80, IV/1a, 1b, 2, 6a, 6b, 6c, 7, 8, 15, 17, 20, 24a, 45, 46, 47, 49, 50, 51a",III/11b or 54a or 64b or IV/8
